atom_id,auroc_sex
202,0.5480604883293292
782,0.542162136468578
1403,0.539975518004169
103,0.5341692199553278
928,0.5337344866643503
898,0.5320356375642736
569,0.5289008742035639
1519,0.526791987009353
86,0.5267782088379036
1409,0.5264663895489005
791,0.5256490264059539
905,0.5251178763355228
403,0.5250816268798609
1510,0.5249563072416539
457,0.524899162773907
238,0.5243868054856948
273,0.5231128766020718
1235,0.5228811221704945
282,0.5228579087815275
582,0.5228357945401634
