age_top1_auroc,age_multi_auroc,age_R2,age_MAE,age_n_contributing_atoms,age_top1_atom,sex_top1_auroc,sex_multi_auroc,sex_n_contributing_atoms,sex_top1_atom
0.5638359226181526,0.8099586682319391,0.41986649768572804,10.424362708969117,808,29,0.5480604883293292,0.798205210764667,855,202
